Fecha,Región,Latitud,Longitud,Temperatura,Humedad,Viento,Precipitación,Índice de sequía,Cobertura vegetal,Uso de suelo,Incendio
2023-08-12,Beni,-14.035,-63.0441,23.7,53.5,3.3,7.6,Moderado,Agrícola,Forestal,No
2023-08-13,Beni,-13.9102,-66.7313,35.9,58.0,17.3,20.0,Bajo,Sabana,Ganadero,No
2023-08-14,Beni,-14.882,-64.7728,27.3,41.6,9.3,11.9,Bajo,Bosque seco,Ganadero,No
2023-08-15,Beni,-14.0697,-65.6728,24.9,44.6,6.6,0.6,Bajo,Bosque seco,Ganadero,No
2023-08-16,Beni,-13.7292,-63.9443,25.3,35.1,14.1,13.1,Alto,Bosque seco,Agrícola,No
2023-08-17,Beni,-14.2544,-66.6053,36.1,55.2,1.1,6.8,Moderado,Sabana,Forestal,No
2023-08-18,Beni,-14.4668,-65.7343,36.6,56.2,6.9,13.6,Moderado,Pasto,Urbano,No
2023-08-19,Beni,-14.3169,-66.5419,31.7,46.2,2.2,3.4,Alto,Sabana,Ganadero,No
2023-08-20,Beni,-14.0852,-64.2126,30.8,57.8,19.5,24.5,Moderado,Pasto,Forestal,No
2023-08-21,Beni,-13.5961,-66.0668,31.6,27.7,5.0,22.0,Alto,Pasto,Forestal,No
2023-08-22,Beni,-13.7651,-66.9792,23.8,58.5,19.0,8.5,Bajo,Bosque seco,Forestal,No
2023-08-23,Beni,-13.3991,-64.681,39.1,35.9,7.5,17.1,Moderado,Pasto,Ganadero,No
2023-08-24,Beni,-14.8947,-64.4461,32.7,29.4,12.7,9.0,Alto,Sabana,Urbano,No
2023-08-25,Beni,-14.2241,-63.8451,25.7,23.7,5.9,23.7,Moderado,Sabana,Urbano,No
2023-08-26,Beni,-14.3461,-63.3796,32.5,37.0,17.3,12.5,Alto,Pasto,Agrícola,No
2023-08-27,Beni,-14.2073,-63.6713,25.0,26.7,18.7,0.9,Bajo,Bosque seco,Ganadero,No
2023-08-28,Beni,-14.5983,-66.917,38.4,61.1,4.2,8.9,Bajo,Bosque seco,Forestal,No
2023-08-29,Beni,-13.1459,-65.7518,23.9,27.2,17.6,18.7,Bajo,Sabana,Forestal,No
2023-08-30,Beni,-14.4438,-65.7701,31.5,60.6,5.9,28.3,Alto,Sabana,Forestal,No
2023-08-31,Beni,-13.2955,-64.3749,40.0,49.5,8.8,6.0,Moderado,Agrícola,Agrícola,No
2023-09-01,Beni,-14.2206,-63.4589,22.3,52.6,5.4,7.2,Bajo,Pasto,Agrícola,No
2023-09-02,Beni,-13.2758,-66.8965,27.3,75.5,8.9,10.6,Bajo,Bosque seco,Urbano,No
2023-09-03,Beni,-13.5899,-66.2106,33.0,38.8,9.2,15.2,Bajo,Agrícola,Forestal,No
2023-09-04,Beni,-13.0888,-66.0964,23.2,29.7,19.8,9.0,Moderado,Bosque seco,Agrícola,No
2023-09-05,Beni,-13.5081,-63.6745,20.5,73.9,14.0,11.0,Moderado,Agrícola,Urbano,No
2023-09-06,Beni,-14.5305,-64.7081,25.1,73.0,10.9,5.8,Moderado,Agrícola,Forestal,No
2023-09-07,Beni,-13.9979,-63.6536,27.1,37.1,8.7,23.7,Moderado,Pasto,Ganadero,No
2023-09-08,Beni,-13.8095,-66.1945,26.4,20.8,8.7,3.5,Bajo,Sabana,Urbano,No
